linearization_wx	id	sentence_wx	sentence	linearization
(pravAhiwa+ho:TAM(wA_hE_1):k7p(DAla_1:attr_gen(f):attr_num(pl):attr_per(a):r6(parvawa_1+SreNi_1):mod(pavanavimuKa_1)):k1(pavana:attr_gen(f):attr_num(pl):attr_per(a):r6(prakAra_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1):mod(anya_1)):mod(uRNa_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0152	parvawa SreNiyoM ke pavanavimuKa DAloM para eka anya prakAra kI uRNa pavaneM pravAhiwa howI hEM.	पर्वत श्रेणियों के पवनविमुख ढालों पर एक अन्य प्रकार की उष्ण पवनें प्रवाहित होती हैं.	(प्रवाहित+हो:TAM(ता_है_1):k7p(ढाल_1:attr_gen(f):attr_num(pl):attr_per(a):r6(पर्वत_1+श्रेणि_1):mod(पवनविमुख_1)):k1(पवन:attr_gen(f):attr_num(pl):attr_per(a):r6(प्रकार_1:attr_gen(m):attr_num(sg):attr_per(a):card(एक_1):mod(अन्य_1)):mod(उष्ण_1)):CLAUSE_TYPE(affirmative))
(piGalA_1:TAM(0_sakawA_hE_1):k1(yaha):k1(havA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(SuRka_1)):k7t(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(kama_1)):k2(barPa_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0155	ye SuRka havAez kama samaya meM barPa piGalA sakawI hEM.	ये शुष्क हवाएँ कम समय में बर्फ पिघला सकती हैं.	(पिघला_1:TAM(0_सकता_है_1):k1(यह):k1(हवा_1:attr_gen(f):attr_num(pl):attr_per(a):mod(शुष्क_1)):k7t(समय_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(कम_1)):k2(बर्फ_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
(ho_1:TAM(0_hE_1):k1(samAMga_1+kRewra_1:nmod__adj(yaha)):k1s(yA_1:ccof(mahAsAgarIya_1+sawaha_1):ccof(BAga_1:mod(viswqwa_1):mod(viswqwa_1:mod(mExAnI_1)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0157	yaha samAMga kRewra viswqwa mahAsAgarIya sawaha yA viswqwa mExAnI BAga ho sakawA hEM.	यह समांग क्षेत्र विस्तृत महासागरीय सतह या विस्तृत मैदानी भाग हो सकता हैं.	(हो_1:TAM(0_है_1):k1(समांग_1+क्षेत्र_1:nmod__adj(यह)):k1s(या_1:ccof(महासागरीय_1+सतह_1):ccof(भाग_1:mod(विस्तृत_1):mod(विस्तृत_1:mod(मैदानी_1)))):CLAUSE_TYPE(affirmative))
(kahalA_1:TAM(wA_hE_1):k1(vAyu_1+vAyurASi_1:r6(waWA_1:ccof(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(guNA_1:attr_gen(m):attr_num(pl):attr_per(a):mod(saMbaMXI_1:mod(ArxrawA_1:attr_gen(f):attr_num(sg):attr_per(a))):mod(viSiRta_1))):nmod__adj(yaha)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0158	wApamAna waWA ArxrawA saMbaMXI viSiRta guNoM vAlI yaha vAyu, vAyurASi kahalAwI hE.	तापमान तथा आर्द्रता संबंधी विशिष्ट गुणों वाली यह वायु, वायुराशि कहलाती है.	(कहला_1:TAM(ता_है_1):k1(वायु_1+वायुराशि_1:r6(तथा_1:ccof(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(गुणा_1:attr_gen(m):attr_num(pl):attr_per(a):mod(संबंधी_1:mod(आर्द्रता_1:attr_gen(f):attr_num(sg):attr_per(a))):mod(विशिष्ट_1))):nmod__adj(यह)):CLAUSE_TYPE(affirmative))
(BAga_1:attr_gen(m):attr_num(sg):attr_per(a):k2(vAyu_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(vqhaw_1):nmod__relc(hE_1-0_hE_1-0_hE_1:k7(jo:attr_gen(-):attr_num(sg):attr_per(a)):k1(BinnawA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(saMbaMXI_1:jjmod(va_1:ccof(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(ArxrawA_1:attr_gen(f):attr_num(sg):attr_per(a)))):mod(kREwija_1)):k1s(kama_1:jjmod__intf(bahuwa_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0159	ise yUz BI pariBARiwa kiyA jAwA hE - vAyu kA vaha vqhaw BAga jisameM wApamAna va ArxrawA saMbaMXI kREwija BinnawAez bahuwa kama hEM.	इसे यूँ भी परिभाषित किया जाता है - वायु का वह वृहत् भाग जिसमें तापमान व आर्द्रता संबंधी क्षैतिज भिन्नताएँ बहुत कम हैं.	(भाग_1:attr_gen(m):attr_num(sg):attr_per(a):k2(वायु_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(वृहत्_1):nmod__relc(है_1-0_है_1-0_है_1:k7(जो:attr_gen(-):attr_num(sg):attr_per(a)):k1(भिन्नता_1:attr_gen(f):attr_num(pl):attr_per(a):mod(संबंधी_1:jjmod(व_1:ccof(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(आर्द्रता_1:attr_gen(f):attr_num(sg):attr_per(a)))):mod(क्षैतिज_1)):k1s(कम_1:jjmod__intf(बहुत_1))):CLAUSE_TYPE(affirmative))
(vargIkqwa+kara_1:TAM(wA_hE_1):k2(vAyurASiyoM_1):k7(AXAra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(uxgama_1+kRewra_1:r6(vaha:attr_gen(-):attr_num(pl):attr_per(a)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0161	vAyurASiyoM ko unake uxgama kRewra ke AXAra para vargIkqwa kiyA jAwA hE.	वायुराशियों को उनके उद्गम क्षेत्र के आधार पर वर्गीकृत किया जाता है.	(वर्गीकृत+कर_1:TAM(ता_है_1):k2(वायुराशियों_1):k7(आधार_1:attr_gen(m):attr_num(sg):attr_per(a):r6(उद्गम_1+क्षेत्र_1:r6(वह:attr_gen(-):attr_num(pl):attr_per(a)))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(pramuKa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(yaha:attr_gen(-):attr_num(pl):attr_per(a))):k1s(uxgama_1+kRewra_1:card(pAzca_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0162	inake pramuKa pAzca uxgama kRewra hEM.	इनके प्रमुख पाँच उद्गम क्षेत्र हैं.	(है_1:TAM(0_है_1):k1(प्रमुख_1:attr_gen(m):attr_num(sg):attr_per(a):r6(यह:attr_gen(-):attr_num(pl):attr_per(a))):k1s(उद्गम_1+क्षेत्र_1:card(पाँच_1)):CLAUSE_TYPE(affirmative))
(va_1:ccof(uRNa_1:attr_ne(loc)):ccof(mahAsAgara_1:attr_gen(m):attr_num(sg):attr_per(a):mod(upoRNa_1:attr_ne(loc)):pof__cn(katibaMXIya_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0163	uRNa va upoRNa katibaMXIya mahAsAgara.	उष्ण व उपोष्ण कटिबंधीय महासागर.	(व_1:ccof(उष्ण_1:attr_ne(loc)):ccof(महासागर_1:attr_gen(m):attr_num(sg):attr_per(a):mod(उपोष्ण_1:attr_ne(loc)):pof__cn(कटिबंधीय_1)):CLAUSE_TYPE(affirmative))
(mahAsAgara_1:attr_gen(m):attr_num(sg):attr_per(a):mod(TaMdA_1:attr_ne(loc)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0164	ucca akRAMSIya apekRAkqwa TaMde mahAsAgara.	उच्च अक्षांशीय अपेक्षाकृत ठंडे महासागर.	(महासागर_1:attr_gen(m):attr_num(sg):attr_per(a):mod(ठंडा_1:attr_ne(loc)):CLAUSE_TYPE(affirmative))
(waWA_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(aMtArkatikaka:nmod(mahAxvIpa_1:mod(AcCAxiwa_1):mod(AcCAxiwa_1:attr_gen(f):attr_num(sg):attr_per(a):jjmod(barPZa_1):jjmod(barPa_1)))):ccof(Arkatika):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0165	ucca akRAMSIya awi SIwa barPZa AcCAxiwa ma rUpa se barPa AcCAxiwa mahAxvIpa aMtArkatikaka waWA Arkatika.	उच्च अक्षांशीय अति शीत बर्फ़ आच्छादित म रूप से बर्फ आच्छादित महाद्वीप अंटार्कटिकक तथा आर्कटिक.	(तथा_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(अंटार्कटिकक:nmod(महाद्वीप_1:mod(आच्छादित_1):mod(आच्छादित_1:attr_gen(f):attr_num(sg):attr_per(a):jjmod(बर्फ़_1):jjmod(बर्फ_1)))):ccof(आर्कटिक):CLAUSE_TYPE(affirmative))
(upoRNakatibaMXIya_1+marusWala_1:mod(sWAyI_1):pof__cn(uRNa_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0166	sWAyI upoRNakatibaMXIya uRNa marusWala.	स्थायी उपोष्णकटिबंधीय उष्ण मरुस्थल.	(उपोष्णकटिबंधीय_1+मरुस्थल_1:mod(स्थायी_1):pof__cn(उष्ण_1):CLAUSE_TYPE(affirmative))
(ho_1:TAM(wA_hE_1):k1(vAwAgra_1):k1(prakAra_1:attr_gen(m):attr_num(sg):attr_per(a):card(cAra_1)):k1(uRNa_1+aXiviRta_1:mod(SIwa_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(acara_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0171	vAwAgra cAra prakAra ke howe hEM: SIwa ,uRNa , acara ,aXiviRta.	वाताग्र चार प्रकार के होते हैं: शीत ,उष्ण , अचर ,अधिविष्ट.	(हो_1:TAM(ता_है_1):k1(वाताग्र_1):k1(प्रकार_1:attr_gen(m):attr_num(sg):attr_per(a):card(चार_1)):k1(उष्ण_1+अधिविष्ट_1:mod(शीत_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(अचर_1)):CLAUSE_TYPE(affirmative))
(bana_1:TAM(wA_hE_1):k1(bahirURNa):k3(vAwAgra_1:mod(XruvIya_1:attr_ne(loc):jjmod(cakravAwa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(katibaMXIya_1)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0179	bahirURNa katibaMXIya cakravAwa XruvIya vAwAgra ke sAWa-sAWa banawe hEM.	बहिरूष्ण कटिबंधीय चक्रवात ध्रुवीय वाताग्र के साथ-साथ बनते हैं.	(बन_1:TAM(ता_है_1):k1(बहिरूष्ण):k3(वाताग्र_1:mod(ध्रुवीय_1:attr_ne(loc):jjmod(चक्रवात_1:attr_gen(m):attr_num(sg):attr_per(a):mod(कटिबंधीय_1)))):CLAUSE_TYPE(affirmative))
(ho_1:TAM(wA_hE_1):k7t(AramBa_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(acara_1:pof__cn(vAwAgra_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0180	AramBa meM vAwAgra acara howA hE.	आरम्भ में वाताग्र अचर होता है.	(हो_1:TAM(ता_है_1):k7t(आरम्भ_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(अचर_1:pof__cn(वाताग्र_1)):CLAUSE_TYPE(affirmative))
(pravAhiwa+ho:TAM(wA_hE_1):k7p(golArXa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(uwwarI_1:attr_ne(loc))):k7p(xakRiNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vAwAgra_1)):k7(va_1:ccof(koRNa_1):ccof(uwwara+xiSA_1)):k1(havA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(TaMdA_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0181	uwwarI golArXa meM vAwAgra ke xakRiNa meM koRNa va uwwara xiSA se TaMdI havA pravAhiwa howI hE.	उत्तरी गोलार्ध में वाताग्र के दक्षिण में कोष्ण व उत्तर दिशा से ठंडी हवा प्रवाहित होती है.	(प्रवाहित+हो:TAM(ता_है_1):k7p(गोलार्ध_1:attr_gen(m):attr_num(sg):attr_per(a):mod(उत्तरी_1:attr_ne(loc))):k7p(दक्षिण_1:attr_gen(m):attr_num(sg):attr_per(a):r6(वाताग्र_1)):k7(व_1:ccof(कोष्ण_1):ccof(उत्तर+दिशा_1)):k1(हवा_1:attr_gen(f):attr_num(sg):attr_per(a):mod(ठंडा_1)):CLAUSE_TYPE(affirmative))
(xarSA_1:TAM(wA_hE_1):k1(ciwra_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(cakravAwa_1:attr_gen(m):attr_num(sg):attr_per(a):card(109_1):card(eka_1):nmod__adj(Ese:lwg__rp(hI_1)):mod(vikasiwa_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0184	ciwra 10.9 eka Ese hI vikasiwa cakravAwa ko xarSAwA hE.	चित्र 10.9 एक ऐसे ही विकसित चक्रवात को दर्शाता है.	(दर्शा_1:TAM(ता_है_1):k1(चित्र_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(चक्रवात_1:attr_gen(m):attr_num(sg):attr_per(a):card(109_1):card(एक_1):nmod__adj(ऐसे:lwg__rp(ही_1)):mod(विकसित_1)):CLAUSE_TYPE(affirmative))
(pA_1:TAM(wA_hE_1):k7(cakravAwa_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha)):k7(va_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(KaMda_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(agraBAga_1:mod(TaMdA_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(SIwa_1+KaMda_1:r6(yA_1:ccof(koRNa_1):ccof(kRewra:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(vAyu_1)):ccof(koRNa_1)):mod(piCalA_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0185	isa cakravAwa meM koRNa vAyu kRewra yA koRNa KaMda TaMde agraBAga va piCale SIwa KaMda ke bIca pAyA jAwA hE.	इस चक्रवात में कोष्ण वायु क्षेत्र या कोष्ण खंड ठंडे अग्रभाग व पिछले शीत खंड के बीच पाया जाता है.	(पा_1:TAM(ता_है_1):k7(चक्रवात_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(यह)):k7(व_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(खंड_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(अग्रभाग_1:mod(ठंडा_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(शीत_1+खंड_1:r6(या_1:ccof(कोष्ण_1):ccof(क्षेत्र:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(वायु_1)):ccof(कोष्ण_1)):mod(पिछला_1))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(bahirURNa):rh(cakravAwa_1:attr_gen(m):attr_num(pl):attr_per(a)):rh(cakravAwa_1:attr_gen(m):attr_num(pl):attr_per(a):mod(katibaMXIya_1):mod(uRNakatibaMXIya_1)):k1(prakAra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(kaI_1)):mod(Binna_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0191	bahirURNa katibaMXIya cakravAwa uRNakatibaMXIya cakravAwoM se kaI prakAra Binna hE.	बहिरूष्ण कटिबंधीय चक्रवात उष्णकटिबंधीय चक्रवातों से कई प्रकार भिन्न है.	(है_1:TAM(0_है_1):k1(बहिरूष्ण):rh(चक्रवात_1:attr_gen(m):attr_num(pl):attr_per(a)):rh(चक्रवात_1:attr_gen(m):attr_num(pl):attr_per(a):mod(कटिबंधीय_1):mod(उष्णकटिबंधीय_1)):k1(प्रकार_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(कई_1)):mod(भिन्न_1):CLAUSE_TYPE(affirmative))
(praBAviwa+kara_1:TAM(wA_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k1(apekRA_1:r6(cakravAwa_1):r6(cakravAwa_1:mod(uRNa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(katibaMXIya_1):mod(katibaMXIya_1:attr_gen(m):attr_num(sg):attr_per(a):jjmod(bahirURNa))))):k2(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):mod(viswqwa_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0194	bahirURNa katibaMXIya cakravAwa uRNa katibaMXIya cakravAwa kI apekRA viswqwa kRewra ko praBAviwa karawe hEM.	बहिरूष्ण कटिबंधीय चक्रवात उष्ण कटिबंधीय चक्रवात की अपेक्षा विस्तृत क्षेत्र को प्रभावित करते हैं.	(प्रभावित+कर_1:TAM(ता_है_1):attr_gen(m):attr_num(sg):attr_per(a):k1(अपेक्षा_1:r6(चक्रवात_1):r6(चक्रवात_1:mod(उष्ण_1:attr_gen(m):attr_num(sg):attr_per(a):mod(कटिबंधीय_1):mod(कटिबंधीय_1:attr_gen(m):attr_num(sg):attr_per(a):jjmod(बहिरूष्ण))))):k2(क्षेत्र_1:attr_gen(m):attr_num(sg):attr_per(a):mod(विस्तृत_1)):CLAUSE_TYPE(affirmative))
(lA_1:TAM(wA_hE_1):k1(cakravAwa_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha:attr_ne(per))):rh(pavanA_1:attr_gen(m):attr_num(pl):attr_per(a):mod(AkrAmaka_1)):k1(vinASa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(viswqwa_1)):k1(Ora_1:ccof(varRA_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(awyaXika_1)):ccof(wUPAna_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0198	ye cakravAwa AkrAmaka pavanoM ke kAraNa viswqwa vinASa, awyaXika varRA Ora wUPAna lAwe hEM.	ये चक्रवात आक्रामक पवनों के कारण विस्तृत विनाश, अत्यधिक वर्षा और तूफान लाते हैं.	(ला_1:TAM(ता_है_1):k1(चक्रवात_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(यह:attr_ne(per))):rh(पवना_1:attr_gen(m):attr_num(pl):attr_per(a):mod(आक्रामक_1)):k1(विनाश_1:attr_gen(m):attr_num(sg):attr_per(a):mod(विस्तृत_1)):k1(और_1:ccof(वर्षा_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(अत्यधिक_1)):ccof(तूफान_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k7(ApaxA_1:attr_gen(f):attr_num(pl):attr_per(a):nmod__adj(yaha):mod(viXvaMsaka_1:attr_gen(m):attr_num(sg):attr_per(a):mod(cakravAwa_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(prAkqwika_1))):card(eka_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0199	ye cakravAwa viXvaMsaka prAkqwika ApaxAoM meM se eka hEM.	ये चक्रवात विध्वंसक प्राकृतिक आपदाओं में से एक हैं.	(है_1:TAM(0_है_1):k7(आपदा_1:attr_gen(f):attr_num(pl):attr_per(a):nmod__adj(यह):mod(विध्वंसक_1:attr_gen(m):attr_num(sg):attr_per(a):mod(चक्रवात_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(प्राकृतिक_1))):card(एक_1):CLAUSE_TYPE(affirmative))
(ho_1:TAM(wA_hE_1):k1(cakravAwa_1):k7p(mahAsAgara_1:mod(uRNa_1):mod(uRNa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(katibaMXIya_1):mod(katibaMXIya_1))):k1(va_1:attr_gen(m):attr_num(pl):attr_per(a):mod(uwpanna_1):mod(vikasiwa_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0201	uRNa katibaMXIya cakravAwa, uRNa katibaMXIya mahAsAgaroM meM uwpanna va vikasiwa howe hEM.	उष्ण कटिबंधीय चक्रवात, उष्ण कटिबंधीय महासागरों में उत्पन्न व विकसित होते हैं.	(हो_1:TAM(ता_है_1):k1(चक्रवात_1):k7p(महासागर_1:mod(उष्ण_1):mod(उष्ण_1:attr_gen(m):attr_num(sg):attr_per(a):mod(कटिबंधीय_1):mod(कटिबंधीय_1))):k1(व_1:attr_gen(m):attr_num(pl):attr_per(a):mod(उत्पन्न_1):mod(विकसित_1)):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k7(va_1:ccof(uwpawwi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(yaha:attr_gen(-):attr_num(pl):attr_per(a))):ccof(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(sWiwi_1:attr_gen(f):attr_num(pl):attr_per(a):mod(anukUla_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0202	inakI uwpawwi va vikAsa ke lie anukUla sWiwiyAz hEM:	इनकी उत्पत्ति व विकास के लिए अनुकूल स्थितियाँ हैं:	(है_1:TAM(0_है_1):k7(व_1:ccof(उत्पत्ति_1:attr_gen(f):attr_num(sg):attr_per(a):r6(यह:attr_gen(-):attr_num(pl):attr_per(a))):ccof(विकास_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(स्थिति_1:attr_gen(f):attr_num(pl):attr_per(a):mod(अनुकूल_1)):CLAUSE_TYPE(affirmative))
(ho_1:TAM(yA_1):k1(koriOYlisa_1+bala_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0204	koriOYlisa bala kA honA.	कोरिऑलिस बल का होना.	(हो_1:TAM(या_1):k1(कोरिऑलिस_1+बल_1):CLAUSE_TYPE(affirmative))
(kama+ho_1:TAM(yA_1):k7(gawi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(pavanA_1:attr_gen(m):attr_num(pl):attr_per(a):mod(UrXvAXara_1))):k1(aMwara_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0205	UrXvAXara pavanoM kI gawi meM aMwara kama honA.	ऊर्ध्वाधर पवनों की गति में अंतर कम होना.	(कम+हो_1:TAM(या_1):k7(गति_1:attr_gen(f):attr_num(sg):attr_per(a):r6(पवना_1:attr_gen(m):attr_num(pl):attr_per(a):mod(ऊर्ध्वाधर_1))):k1(अंतर_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
(ho_1:TAM(yA_1):k1(parisaMcaraNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(yA_1:ccof(xAba_1+kRewra_1:mod(kamajora_1)):ccof(swara_1:mod(nimna_1):mod(nimna_1))):mod(cakravAwIya_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_10ch-bk1_0206	kamajora nimna xAba kRewra yA nimna swara kA cakravAwIya parisaMcaraNa kA honA.	कमजोर निम्न दाब क्षेत्र या निम्न स्तर का चक्रवातीय परिसंचरण का होना.	(हो_1:TAM(या_1):k1(परिसंचरण_1:attr_gen(m):attr_num(sg):attr_per(a):r6(या_1:ccof(दाब_1+क्षेत्र_1:mod(कमजोर_1)):ccof(स्तर_1:mod(निम्न_1):mod(निम्न_1))):mod(चक्रवातीय_1)):CLAUSE_TYPE(affirmative))
