Hin_Label	Eng_Label	POS	MRS_Concept	MRS_Feature_Values
Oops!<class 'IndexError'>occurred.decree_4,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.adjudge_1,SOME PROBLEM IN FATCHING MRS VALUES #############

क़रार+दे_5	accept_8	verb	_accept_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
क़रार+को_1	establish_5	verb	_establish_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
क़रार+को_2	settle_4	verb	_settle_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.decree_5,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.adjudge_2,SOME PROBLEM IN FATCHING MRS VALUES #############

क़रार+को_5	accept_9	verb	_accept_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
करारा_1	hard_6	adj	_hard_a_for	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
करारा_2	firm_12	adj	_firm_a_1	LBL: h* ARG0: e* ARG1: x* 
करारा_3	strong_6	adj	_strong_a_1	LBL: h* ARG0: e* ARG1: x* 
करारा_4	sturdy_4	adj	_sturdy_a_1	LBL: h* ARG0: e* ARG1: x* 
करारा_5	wellbaked_1	adj	_wellbaked/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
करारा_5	wellbaked_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
करारा_6	crisp_1	adj	_crisp_a_1	LBL: h* ARG0: e* ARG1: x* 
करारा_7	heavy_1	adj	_heavy_a_1	LBL: h* ARG0: e* ARG1: x* 
करारा_8	harsh_7	adj	_harsh_a_1	LBL: h* ARG0: e* ARG1: x* 
करारा_9	decisive_1	adj	_decisive_a_1	LBL: h* ARG0: e* ARG1: x* 
करारा_10	sound_5	adj	_sound_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.fixed_7,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.settled_3,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.agreed_3,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.fearsome_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.dreadful_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.loathsome_1,SOME PROBLEM IN FATCHING MRS VALUES #############

कराल_4	high_11	noun	_high_n_1	LBL: h* ARG0: x* 
कराल_5	towering_2	noun	_tower_v_1	LBL: h* ARG0: e* ARG1: i* 
कराल_5	towering_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
क़रावल_1	vanguard_1	noun	_vanguard/NN_u_unknown	LBL: h* ARG0: x* 
क़रावल_2	sentry_1	noun	_sentry/NN_u_unknown	LBL: h* ARG0: x* 
क़रावल_3	guard_2	noun	_guard_n_1	LBL: h* ARG0: x* 
क़रावल_4	watchman_1	noun	_watchman_n_1	LBL: h* ARG0: x* 
क़रावल_5	hunter_4	noun	_hunter_n_1	LBL: h* ARG0: x* 
कराह_1	moan_2	noun	_moan_n_1	LBL: h* ARG0: x* 
कराह_2	groan_4	noun	_groan_n_1	LBL: h* ARG0: x* 
कराहत_1	dislike_3	noun	_dislike_n_1	LBL: h* ARG0: x* 
कराहत_2	disgust_2	noun	_disgust_n_1	LBL: h* ARG0: x* 
कराहत_3	aversion_4	noun	_aversion_n_to	LBL: h* ARG0: x* ARG1: i* 
कराह_3	moan_3	verb	_moan_v_1	LBL: h* ARG0: e* ARG1: x* 
कराह_4	groan_5	verb	_groan_v_1	LBL: h* ARG0: e* ARG1: x* 
कराह_5	grieve_3	verb	_grieve_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कराह_6	sigh_8	verb	_sigh_v_to	LBL: h* ARG0: e* ARG1: x* 
करिणी_1	sheelephant_1	noun	_sheelephant/NN_u_unknown	LBL: h* ARG0: x* 
करिल_1	shoot_12	noun	_shoot_n_1	LBL: h* ARG0: x* 
करिल_2	sprout_8	noun	_sprout_n_1	LBL: h* ARG0: x* 
करिश्मा_1	wonder_5	noun	_wonder_n_1	LBL: h* ARG0: x* 
करिश्मा_2	phenomenon_1	noun	_phenomenon_n_1	LBL: h* ARG0: x* 
करिश्मा_3	talisman_1	noun	_talisman/NN_u_unknown	LBL: h* ARG0: x* 
करिश्मा_4	charm_8	noun	_charm_n_1	LBL: h* ARG0: x* 
करिश्मा_5	charisma_1	noun	_charisma/NN_u_unknown	LBL: h* ARG0: x* 
करिहाँव_1	waist_3	noun	_waist_n_1	LBL: h* ARG0: x* 
करिहाँव_2	buttocks_1	noun	_buttocks/NN_u_unknown	LBL: h* ARG0: x* 
क़रीना_1	connexion_1	noun	_connexion/NN_u_unknown	LBL: h* ARG0: x* 
क़रीना_2	context_1	noun	_context_n_1	LBL: h* ARG0: x* 
क़रीना_3	way_5	noun	_way_n_of	LBL: h* ARG0: x* ARG1: i* 
क़रीना_4	manner_8	noun	_manner_n_of	LBL: h* ARG0: x* ARG1: i* 
क़रीना_5	system_1	noun	_system_n_of	LBL: h* ARG0: x* ARG1: i* 
क़रीना_6	order_9	noun	_order_n_of	LBL: h* ARG0: x* 
क़रीना_7	symmetry_1	noun	_symmetry_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.near_6,SOME PROBLEM IN FATCHING MRS VALUES #############

क़रीब_2	place_6	noun	_place_n_of	LBL: h* ARG0: x* ARG1: i* 
Oops!<class 'IndexError'>occurred.nearly_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.almost_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.generous_4,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.benign_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.gracious_1,SOME PROBLEM IN FATCHING MRS VALUES #############

करीम_4	forgoing_1	noun	_forgoing/NN_u_unknown	LBL: h* ARG0: x* 
करुणा_1	compassion_4	noun	_compassion_n_for	LBL: h* ARG0: x* ARG1: i* 
करुणा_2	pity_3	noun	_pity_n_1	LBL: h* ARG0: x* 
करुणा_3	mercy_2	noun	_mercy_n_1	LBL: h* ARG0: x* 
करुणा_4	tenderness_1	noun	_tenderness_n_1	LBL: h* ARG0: x* 
करुणासन_1	mercyseat_1	noun	_mercyseat/NN_u_unknown	LBL: h* ARG0: x* 
करुणात्मक_1	touching_2	adj	_touch_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.pathetic_1,SOME PROBLEM IN FATCHING MRS VALUES #############

करुणामय_1	compassionate_1	adj	_compassionate/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
करुणामय_2	tenderhearted_1	adj	_tenderhearted/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
करुणामय_2	tenderhearted_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
करुणामय_3	gentle_5	adj	_gentle_a_1	LBL: h* ARG0: e* ARG1: x* 
करुणावान_1	compassionate_2	adj	_compassionate/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
करेरा_1	stiff_6	adj	_stiff_a_1	LBL: h* ARG0: e* ARG1: x* 
करेरा_2	vehement_1	adj	_vehement/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
करैला_1	reg_54	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
करैली_1	reg_55	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
करोड़_1	crore_1	noun	_crore/NN_u_unknown	LBL: h* ARG0: x* 
करोड़खुख_1	taleteller_1	noun	_taleteller/NN_u_unknown	LBL: h* ARG0: x* 
करोड़ा_1	distress_14	noun	_distress_n_1	LBL: h* ARG0: x* 
करोड़ा_2	trouble_8	noun	_trouble_n_1	LBL: h* ARG0: x* 
करोड़ा_3	disaster_10	noun	_disaster_n_1	LBL: h* ARG0: x* 
करोड़ा_4	famine_3	noun	_famine_n_1	LBL: h* ARG0: x* 
करोड़ा_5	drought_3	noun	_drought_n_1	LBL: h* ARG0: x* 
करोड़ा_6	inspector_2	noun	_inspector_n_1	LBL: h* ARG0: x* 
करोड़ा_7	overseer_2	noun	_overseer_n_of	LBL: h* ARG0: x* ARG1: i* 
करोड़ी_1	millionaire_1	noun	_millionaire_n_1	LBL: h* ARG0: x* 
करोनी_1	scrapings_1	noun	_scrapings/NNS_u_unknown	LBL: h* ARG0: x* 
करोनी_2	scraper_1	noun	_scraper/NN_u_unknown	LBL: h* ARG0: x* 
करौंट_1	reg_56	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
करौंदिया_1	berries_1	noun	_berry_n_1	LBL: h* ARG0: x* 
करौत_1	saw_8	noun	_saw_n_1	LBL: h* ARG0: x* 
करौल_1	hunter_5	noun	_hunter_n_1	LBL: h* ARG0: x* 
करौली_1	dagger_4	noun	_dagger/NN_u_unknown	LBL: h* ARG0: x* 
कर्क_1	crab_1	noun	_crab_n_1	LBL: h* ARG0: x* 
कर्क-राशि_1	2_20	noun	card	,CARG:_VALUES
कर्कट_1	crab_2	noun	_crab_n_1	LBL: h* ARG0: x* 
कर्कश_1	hard_7	adj	_hard_a_for	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
कर्कश_2	harsh_8	adj	_harsh_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्कश_3	rough_5	adj	_rough_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्कश_4	sharp_8	adj	proper_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कर्कश_4	sharp_8	adj	named	,CARG:_VALUES
कर्कश_5	piercing_2	adj	_pierce_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कर्कश_6	quarrelsome_2	adj	_quarrelsome/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
कर्कश_7	violent_4	adj	_violent_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्कश_8	unfeeling_5	adj	_feel_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कर्कश_8	unfeeling_5	adj	_un-_a_rvrs	LBL: h* ARG0: i* ARG1: e* 
कर्कशता_1	harshness_4	noun	_harshness_n_1	LBL: h* ARG0: x* 
कर्कशता_2	quarrelsomeness_1	noun	_quarrelsomeness/NN_u_unknown	LBL: h* ARG0: x* 
कर्कशता_3	insensitivity_1	noun	_insensitivity/NN_u_unknown	LBL: h* ARG0: x* 
क़र्ज़_1	debt_6	noun	_debt_n_1	LBL: h* ARG0: x* 
क़र्ज़_2	loan_2	noun	_loan_n_1	LBL: h* ARG0: x* 
क़र्ण_1	ear_1	noun	_ear_n_1	LBL: h* ARG0: x* 
क़र्ण_2	handle_3	noun	_handle_n_1	LBL: h* ARG0: x* 
क़र्ण_3	helm_1	noun	_helm_n_1	LBL: h* ARG0: x* 
क़र्ण_4	rudder_1	noun	_rudder_n_1	LBL: h* ARG0: x* 
क़र्ण_5	hypotenuse_1	noun	_hypotenuse/NN_u_unknown	LBL: h* ARG0: x* 
क़र्ण_6	diagonal_2	noun	_diagonal_n_1	LBL: h* ARG0: x* 
क़र्ण_7	chord_1	noun	_chord_n_1	LBL: h* ARG0: x* 
क़र्ण_8	secant_1	noun	_secant/NN_u_unknown	LBL: h* ARG0: x* 
कर्णधार_1	steersman_1	noun	_steersman/NN_u_unknown	LBL: h* ARG0: x* 
कर्णधार_2	boatman_3	noun	_boatman/NN_u_unknown	LBL: h* ARG0: x* 
कर्ण-फल_1	m_61	noun	_meter_n_1	LBL: h* ARG0: x* 
कर्ण-पाली_1	lobe_1	noun	_lobe_n_1	LBL: h* ARG0: x* 
कर्ण-पाली_2	garland_2	noun	_garland/NN_u_unknown	LBL: h* ARG0: x* 
कर्णफोन_1	earphone_1	noun	_earphone/NN_u_unknown	LBL: h* ARG0: x* 
कर्ण-मूल_1	m_62	noun	_meter_n_1	LBL: h* ARG0: x* 
कर्णमोटी_1	f_50	noun	named	,CARG:_VALUES
कर्ण-शूल_1	earache_1	noun	_earache/NN_u_unknown	LBL: h* ARG0: x* 
कर्णाटी_1	Mālava_1	noun	named	,CARG:_VALUES
कर्णिका_1	earring_2	noun	_earring_n_1	LBL: h* ARG0: x* 
कर्णिका_2	fruitstalk_1	noun	_fruitstalk/NN_u_unknown	LBL: h* ARG0: x* 
कर्णी_1	m_63	adj	proper_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कर्णी_1	m_63	adj	named	,CARG:_VALUES
कर्तन_1	cutting_10	noun	_cut_v_1	LBL: h* ARG0: e* ARG1: i* 
कर्तन_1	cutting_10	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
कर्तनी_1	scissors_2	noun	_scissors_n_pair	LBL: h* ARG0: x* 
कर्तरी_1	scissors_3	noun	_scissors_n_pair	LBL: h* ARG0: x* 
कर्तरी_2	shears_2	noun	_shears_n_1	LBL: h* ARG0: x* 
कर्तव्य_1	duty_2	noun	_duty_n_1	LBL: h* ARG0: x* 
कर्तव्य_2	task_1	noun	_task_n_of	LBL: h* ARG0: x* ARG1: i* 
कर्तव्य-निष्ठ_1	dutiful_1	adj	_dutiful/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
कर्तव्य-निष्ठ˚आ_1	f_51	noun	named	,CARG:_VALUES
कर्तव्यपरायण_1	conscientious_2	adj	_conscientious_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्तव्यशील_1	conscientious_3	adj	_conscientious_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्ता_1	maker_1	noun	_maker_n_of	LBL: h* ARG0: x* ARG1: i* 
कर्ता_2	composer_1	noun	_composer_n_of	LBL: h* ARG0: x* ARG1: i* 
कर्ता_3	God_3	noun	_god_n_1	LBL: h* ARG0: x* 
कर्ता_4	master_12	noun	_master_n_1	LBL: h* ARG0: x* 
कर्ता_5	proprietor_4	noun	_proprietor_n_1	LBL: h* ARG0: x* 
कर्ता_6	manager_1	noun	_manager_n_of	LBL: h* ARG0: x* ARG1: i* 
कर्ता_7	husband_3	noun	_husband_n_1	LBL: h* ARG0: x* 
कर्ता_8	nominative_1	noun	_nominative_n_1	LBL: h* ARG0: x* 
कर्ता-धर्ता_1	3_7	noun	card	,CARG:_VALUES
कर्ता-धर्ता_2	4_6	noun	card	,CARG:_VALUES
Oops!<class 'IndexError'>occurred.adj_43,SOME PROBLEM IN FATCHING MRS VALUES #############

कर्तावाच्य_1	m_64	noun	_meter_n_1	LBL: h* ARG0: x* 
कर्तापन_1	authorship_1	noun	_authorship_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.adj_44,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.adj_45,SOME PROBLEM IN FATCHING MRS VALUES #############

करतूवाचक˚वाची˚वाच्य_1	m_65	noun	_meter_n_1	LBL: h* ARG0: x* 
कर्तुत्व_1	action_4	noun	_action_n_1	LBL: h* ARG0: x* 
कर्तुत्व_2	management_4	noun	_management_n_1	LBL: h* ARG0: x* 
कर्तुत्व_3	rule_7	noun	_rule_n_of	LBL: h* ARG0: x* 
कर्द_1	mud_1	noun	_mud_n_1	LBL: h* ARG0: x* 
कर्द_2	mire_2	noun	_mire_n_1	LBL: h* ARG0: x* 
कर्दम_1	mud_2	noun	_mud_n_1	LBL: h* ARG0: x* 
कर्दम_2	mire_3	noun	_mire_n_1	LBL: h* ARG0: x* 
कर्दम_3	sin_6	noun	_sin_n_1	LBL: h* ARG0: x* 
कर्पूर-श्वेत_1	yellowishwhite_1	adj	_yellowishwhite/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
कर्म_1	action_5	noun	_action_n_1	LBL: h* ARG0: x* 
कर्म_2	act_8	noun	_act_n_of	LBL: h* ARG0: x* ARG1: i* 
कर्म_3	deed_4	noun	_deed_n_1	LBL: h* ARG0: x* 
कर्म_4	work_4	noun	_work_n_1	LBL: h* ARG0: x* 
कर्म_5	occupation_2	noun	_occupation_n_1	LBL: h* ARG0: x* 
कर्म_6	function_2	noun	_function_n_1	LBL: h* ARG0: x* 
कर्म_7	ablution_1	noun	_ablution/NN_u_unknown	LBL: h* ARG0: x* 
कर्म_8	fate_4	noun	_fate_n_1	LBL: h* ARG0: x* 
कर्म_9	fortune_2	noun	_fortune_n_1	LBL: h* ARG0: x* 
कर्म_10	lot_2	noun	_lot_n_1	LBL: h* ARG0: x* 
कर्म_11	result_7	noun	_result_n_of	LBL: h* ARG0: x* ARG1: i* 
कर्म_12	effect_5	noun	_effect_n_1	LBL: h* ARG0: x* 
कर्म+का+लिखा_1	destiny_2	noun	_destiny_n_1	LBL: h* ARG0: x* 
कर्म+का+हेठा_1	wretched_13	adj	_wretched_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्मठ_1	industrious_4	adj	_industrious_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्मठ_2	assiduous_4	adj	_assiduous/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
कर्मण्य_1	industrious_5	adj	_industrious_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्मण्य_2	energetic_5	adj	_energetic_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्मण्यता_1	industry_2	noun	_industry_n_1	LBL: h* ARG0: x* 
कर्मण्यता_2	energy_2	noun	_energy_n_1	LBL: h* ARG0: x* 
कर्म-मीमांसा_1	philosophy_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कर्म-मीमांसा_1	philosophy_1	verb	_philosophy_n_1	LBL: h* ARG0: x* 
कर्म-रेखा_1	fate_5	noun	_fate_n_1	LBL: h* ARG0: x* 
कर्म-रेखा_2	lot_3	noun	_lot_n_1	LBL: h* ARG0: x* 
कर्ष_1	pulling_4	noun	_pull_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
कर्ष_1	pulling_4	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
कर्ष_2	attraction_6	noun	_attraction_n_of	LBL: h* ARG0: x* ARG1: i* 
कर्ष_3	astringency_1	noun	_astringency/NN_u_unknown	LBL: h* ARG0: x* 
कर्षक_1	ploughman_1	noun	_ploughman/NN_u_unknown	LBL: h* ARG0: x* 
कर्षक_2	farmer_1	noun	_farmer_n_1	LBL: h* ARG0: x* 
कर्षण_1	pulling_5	noun	_pull_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
कर्षण_1	pulling_5	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
कर्षण_2	drawing_7	noun	_drawing_n_of	LBL: h* ARG0: x* ARG1: i* 
Oops!<class 'IndexError'>occurred.haulage_1,SOME PROBLEM IN FATCHING MRS VALUES #############

कर्षण_4	attracting_3	noun	_attract_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
कर्षण_4	attracting_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
कर्षण_5	attraction_7	noun	_attraction_n_of	LBL: h* ARG0: x* ARG1: i* 
कर्षी_1	dragging_3	adj	_drag_v_1	LBL: h* ARG0: e* ARG1: x* 
कर्षी_2	drawing_8	adj	_draw_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
कर्षी_3	attracting_4	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कर्षी_3	attracting_4	adj	_attract_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
कर्षी_3	attracting_4	adj	nominalization	LBL: h* ARG0: x* ARG1: h* 
कर्षी_4	attractive_3	adj	_attractive_a_1	LBL: h* ARG0: e* ARG1: x* 
कर्षी_5	ploughman_2	adj	_ploughman/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
कलंक_1	spot_3	noun	_spot_n_of	LBL: h* ARG0: x* ARG1: i* 
कलंक_2	mark_6	noun	_mark_n_of	LBL: h* ARG0: x* ARG1: i* 
कलंक_3	disfigurement_1	noun	_disfigurement/NN_u_unknown	LBL: h* ARG0: x* 
कलंक_4	blemish_1	noun	_blemish_n_1	LBL: h* ARG0: x* 
कलंक_5	disgrace_12	noun	_disgrace_n_1	LBL: h* ARG0: x* 
कलंक_6	suspicion_2	noun	_suspicion_n_1	LBL: h* ARG0: x* 
कलंक_7	aspersion_1	noun	_aspersion/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.disgraced_5,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.disgraced_6,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.brand_2,SOME PROBLEM IN FATCHING MRS VALUES #############

कलंक+लगा_2	stigmatise_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कलंक+लगा_2	stigmatise_1	verb	_stigmatise/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.brand_3,SOME PROBLEM IN FATCHING MRS VALUES #############

कलंक+को_3	stigmatise_2	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कलंक+को_3	stigmatise_2	verb	_stigmatise/NN_u_unknown	LBL: h* ARG0: x* 
कलंकित_1	blemished_1	adj	_blemish_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
कलंकित_1	blemished_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कलंकित_2	disgraced_7	adj	_disgrace_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
कलंकित_2	disgraced_7	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कलंकित_3	defamed_1	adj	_defamed/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
कलंकित_3	defamed_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कलंकित+कर_1	disgrace_13	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कलंकित+कर_1	disgrace_13	verb	_disgrace_n_1	LBL: h* ARG0: x* 
कलंकी_1	blemished_2	adj	_blemish_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
कलंकी_1	blemished_2	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कलंकी_2	disgraced_8	adj	_disgrace_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
कलंकी_2	disgraced_8	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कलंकी_3	defamed_2	adj	_defamed/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
कलंकी_3	defamed_2	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कलंकी_4	suspect_1	adj	_suspect_a_1	LBL: h* ARG0: e* ARG1: x* 
कलंकी_5	reproachable_1	adj	_reproachable/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
क़लंदर_1	beardancer_1	noun	_beardancer/NN_u_unknown	LBL: h* ARG0: x* 
कल_1	soft_4	adj	_soft_a_1	LBL: h* ARG0: e* ARG1: x* 
कल_2	low_7	adj	_low_a_on	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
कल_3	sweet_1	adj	_sweet_a_to	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
कल_4	delightful_2	adj	_delightful_a_1	LBL: h* ARG0: e* ARG1: x* 
कल_5	charming_3	adj	_charming_a_1	LBL: h* ARG0: e* ARG1: x* 
कल-कल_1	murmur_1	noun	_murmur_n_1	LBL: h* ARG0: x* 
कल-कल_2	buzz_1	noun	_buzz_n_1	LBL: h* ARG0: x* 
कल-कल_3	hum_2	noun	_hum_n_1	LBL: h* ARG0: x* 
कल-कल_4	gurgle_1	noun	_gurgle/NN_u_unknown	LBL: h* ARG0: x* 
कल-कल_5	wrangling_4	noun	_wrangling_n_1	LBL: h* ARG0: x* 
कल-कल_6	quarrelling_2	noun	_quarrelling/NN_u_unknown	LBL: h* ARG0: x* 
कल-कल+कर_1	wrangle_3	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
कल-कल+कर_1	wrangle_3	verb	_wrangle/NN_u_unknown	LBL: h* ARG0: x* 
कल-कल+करना_1	c_20	noun	named	,CARG:_VALUES
कल-कंठ_1	sweetvoiced_1	adj	_sweetvoiced/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
कल-कंठ_1	sweetvoiced_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
कल_6	upstart_1	noun	_upstart_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.tomorrow_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.yesterday_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.tomorrow_2,SOME PROBLEM IN FATCHING MRS VALUES #############

आज-कल_3	nowadays_3	adv	_nowadays_a_1	LBL: h* ARG0: e* ARG1: e* 
कल_8	device_3	noun	_device_n_1	LBL: h* ARG0: x* 
कल_9	instrument_3	noun	_instrument_n_of	LBL: h* ARG0: x* ARG1: i* 
कल_10	machine_2	noun	_machine_n_1	LBL: h* ARG0: x* 
कल_11	skill_6	noun	_skill_n_1	LBL: h* ARG0: x* 
कल_12	stratagem_1	noun	_stratagem_n_1	LBL: h* ARG0: x* 
कल_13	ease_6	noun	_ease_n_1	LBL: h* ARG0: x* 
कल_14	peace_4	noun	_peace_n_1	LBL: h* ARG0: x* 
कल_15	quiet_2	noun	_quiet_n_1	LBL: h* ARG0: x* 
कल_16	relief_4	noun	_relief_n_1	LBL: h* ARG0: x* 
कल_17	repose_3	noun	_repose_n_1	LBL: h* ARG0: x* 
क़लई_1	tin_1	noun	_tin_n_1	LBL: h* ARG0: x* 
क़लई_2	tinplate_1	noun	_tinplate/NN_u_unknown	LBL: h* ARG0: x* 
क़लई_3	gilding_1	noun	_gild_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
क़लई_3	gilding_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
क़लई_4	whitewashing_1	noun	_whitewash_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
क़लई_4	whitewashing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
क़लई+कर_1	tin_2	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
क़लई+कर_1	tin_2	verb	_tin_n_1	LBL: h* ARG0: x* 
क़लई+कर_2	whitewash_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
क़लई+कर_2	whitewash_1	verb	_whitewash_n_1	LBL: h* ARG0: x* 
क़लई+पर_1	tin_3	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
क़लई+पर_1	tin_3	verb	_tin_n_1	LBL: h* ARG0: x* 
क़लई+पर_2	whitewash_2	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
क़लई+पर_2	whitewash_2	verb	_whitewash_n_1	LBL: h* ARG0: x* 
क़लई+का+चूना_1	lime_2	noun	_lime_n_1	LBL: h* ARG0: x* 
क़लईगर_1	tinsmith_1	noun	_tinsmith/NN_u_unknown	LBL: h* ARG0: x* 
क़लईदार_1	tinplated_1	adj	_tinplated/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
क़लईदार_1	tinplated_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
क़लक़_1	distress_15	noun	_distress_n_1	LBL: h* ARG0: x* 
