	hn_wx	hn_utf	conc_eng	conc_hn	hn_ex
1989	praNAma_4	प्रणाम_4	testimony_2	पैर छूकर आदरपूर्वक अभिवादन करने की क्रिया	"""उसने गुरुजी को प्रणाम किया ।"""
1990	praNAma_5	प्रणाम_5	authority_7	पैर छूकर आदरपूर्वक अभिवादन करने की क्रिया	"""उसने गुरुजी को प्रणाम किया ।"""
1991	praNAma_6	प्रणाम_6	salutation_10	पैर छूकर आदरपूर्वक अभिवादन करने की क्रिया	"""उसने गुरुजी को प्रणाम किया ।"""
1992	praNiXAna_1	प्रणिधान_1	prayer_2	योग साधन की चरमावस्था	"""संत समाधि में लीन हैं ।"""
1993	praNoxana_1	प्रणोदन_1	propulsion_2	कहीं कुछ या किसी को भेजने या रवाना करने की क्रिया	"""आपने पत्र प्रेषण में देरी क्यों की ?"""
1994	prasAxa_1	प्रसाद_1	blessing_1	वह वस्तु जो देवता या बड़े लोग प्रसन्न होकर भक्तों या छोटों को दें	"""स्वामीजी जिससे भी मिलते हैं उसे कुछ न कुछ प्रसाद देते हैं ।"""
1995	prasAxa_1	प्रसाद_1	blessing_1	वह खाने या पीने की वस्तु जो देवता को चढ़ाई जा चुकी हो	"""कथा समाप्ति के बाद प्रसाद वितरण किया गया ।"""
1996	prasAxa_1	प्रसाद_1	blessing_1	साहित्य का एक उत्तम गुण जिसमें सुबोधता, सरलता और रसात्मकता प्रकट होती है	"""लेखन में प्रसाद का होना बहुत आवश्यक है ।"""
1997	prasAxa_2	प्रसाद_2	boon_1	वह वस्तु जो देवता या बड़े लोग प्रसन्न होकर भक्तों या छोटों को दें	"""स्वामीजी जिससे भी मिलते हैं उसे कुछ न कुछ प्रसाद देते हैं ।"""
1998	prasAxa_2	प्रसाद_2	boon_1	वह खाने या पीने की वस्तु जो देवता को चढ़ाई जा चुकी हो	"""कथा समाप्ति के बाद प्रसाद वितरण किया गया ।"""
